Cannabis smoking should be legal.	Cannabis smoking has risks, but is far better than many other recreational substances.	support	(cannabis smoking; has property; less risk)(cannabis smoking; is a; far better)(less risk; desires; should be legal)
Cigarettes and alcohol are legal, and they cause more harm to people than cannabis does.	There are no safe levels of cannabis.	counter	(cannabis; has property; no safe levels)(no safe levels; not desires; allowed)(allowed; created by; legal)(safe levels; desires; allowed)(cigarettes and alcohol; has property; safe levels)
Using algorithms in the stock market has no added value.	An algorithm can only make a fully accurate prediction using known facts.	support	(algorithms; capable of; no benefit)(no benefit; has context; no added value)(algorithm; desires; known facts)(stock market; not made of; known facts)(algorithm; synonym of; algorithms)
cannabis should be legalized.	legalization of cannabis ban criminals and gangsters from controlling it.	support	(cannabis; desires; legalization)(legalization; synonym of; legalized)(criminals; desires; control cannabis)(legalization; not used for; criminals)
algorithmic trading is not always fair	Not everyone has access to algorithmic trading.	support	(algorithmic trading; made of; advanced technology)(advanced technology; not has property; everyone has access)(everyone has access; not part of; fair)
Marijuana should be legalized.	Marijuana is not harmful.	support	(marijuana; is not a; harmful)(marijuana; synonym of; cannabis)(cannabis; desires; legalized)
Algorithmic trading should be banned.	Algorithmic trading advantages some people.	support	(algorithmic trading; capable of; advantages)(advantages; has context; some people)(algorithmic trading; is a; automatic trading)(automatic trading; desires; banned)(advantages; is a; unfair)(unfair; desires; banned)
We should be ban algorithmic trading.	We can get trading advice to help in our decision process from algorithms.	counter	(algorithmic trading; capable of; trading advice)(trading advice; has context; help)(help; not desires; ban)
Algorithmic trading should be banned, because some people get unfair advantages.	Nobody gets advantages	counter	(nobody; has context; gets advantages)(algorithmic trading; not causes; gets advantages)(some people; part of; nobody)
Algorithmic trading should be banned as it does not allow human intervention.	It is necessary to prohibit algorithmic trading because it does not allow human intervention when unforeseen events occur.	support	(algorithmic trading; not capable of; human reaction)(human intervention; used for; unforeseen events)(algorithmic trading; not capable of; unforeseen events)(human reaction; causes; human intervention)
Cannabis is dangerous.	Cannabis is benign.	counter	(cannabis; is not a; hazard)(cannabis; is a; benign)(benign; antonym of; dangerous)(hazard; synonym of; dangerous)
algorithmic trading gives investors with access to it an unfair advantage	gaining access to algorithmic trading technology costs the same for everybody	counter	(algorithmic trading; capable of; open to anyone)(open to anyone; has context; costs the same)(costs the same; used for; access)
Algorithmic trading should be banned.	Algorithmic trading gives some people an advantage.	support	(algorithmic trading; capable of; advantage)(advantage; capable of; unfair)(unfair; desires; banned)
Algorithmic trading is cheaper.	Algorithmic trading advantages the few.	counter	(algorithmic trading; synonym of; automated trading)(automated trading; is not a; cheaper)(automated trading; capable of; advantages the few)(advantages the few; is a; unfair)
